,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5
5876,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Dan Smith,candidate_Kurt Wright
5877,candidate_Kurt Wright,candidate_James Simpson,0,0,0
5878,candidate_Dan Smith,candidate_James Simpson,candidate_Andy Montroll,candidate_Bob Kiss,0
5879,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,candidate_James Simpson,candidate_Bob Kiss
5880,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,candidate_James Simpson,0
5881,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Kurt Wright,candidate_Dan Smith,candidate_James Simpson
5882,candidate_Kurt Wright,0,0,0,0
5883,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,candidate_Kurt Wright,candidate_James Simpson
5884,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,candidate_Kurt Wright,candidate_James Simpson
5885,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Dan Smith,candidate_Kurt Wright
5886,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Kurt Wright,candidate_James Simpson,candidate_Dan Smith
5887,candidate_Dan Smith,candidate_Kurt Wright,candidate_Andy Montroll,0,0
5888,candidate_Dan Smith,candidate_Andy Montroll,candidate_Bob Kiss,candidate_James Simpson,0
5889,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
5890,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Kurt Wright,candidate_James Simpson
5891,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,0,0
5892,candidate_Dan Smith,candidate_Andy Montroll,candidate_Bob Kiss,0,0
5893,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson,candidate_Bob Kiss,candidate_Kurt Wright
5894,candidate_Andy Montroll,candidate_Dan Smith,0,0,0
5895,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,0,0
5896,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
5897,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Kurt Wright,0,0
5898,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,0,0
5899,candidate_Dan Smith,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Bob Kiss,candidate_James Simpson
5900,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,candidate_James Simpson
5901,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Bob Kiss,candidate_Dan Smith,0
5902,candidate_Bob Kiss,candidate_Dan Smith,0,0,0
5903,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,0,0
5904,candidate_Dan Smith,0,0,0,0
5905,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,0,0
5906,candidate_Dan Smith,0,0,0,0
5907,candidate_Dan Smith,0,0,0,0
5908,candidate_Dan Smith,candidate_Andy Montroll,candidate_Bob Kiss,candidate_James Simpson,candidate_Kurt Wright
5909,candidate_Dan Smith,0,0,0,0
5910,candidate_Bob Kiss,candidate_Dan Smith,0,0,0
5911,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Kurt Wright
5912,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,candidate_James Simpson,candidate_Kurt Wright
5913,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
5914,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,candidate_James Simpson,candidate_Bob Kiss
5915,candidate_Kurt Wright,0,0,0,0
5916,candidate_Kurt Wright,candidate_Andy Montroll,0,0,0
5917,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
5918,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,candidate_James Simpson,candidate_Kurt Wright
5919,candidate_Bob Kiss,0,0,0,0
5920,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,0,0
5921,candidate_Kurt Wright,candidate_Dan Smith,candidate_James Simpson,candidate_Andy Montroll,candidate_Bob Kiss
5922,candidate_Kurt Wright,candidate_Dan Smith,0,0,0
5923,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
5924,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
5925,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Dan Smith,candidate_Bob Kiss,0
5927,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,candidate_James Simpson,0
5928,candidate_Andy Montroll,candidate_Bob Kiss,0,0,0
5929,candidate_Kurt Wright,candidate_Dan Smith,0,0,0
5930,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Dan Smith,0,0
5932,candidate_James Simpson,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Kurt Wright
5933,candidate_Bob Kiss,candidate_James Simpson,candidate_Kurt Wright,0,0
5934,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Kurt Wright
5935,candidate_Kurt Wright,candidate_Dan Smith,0,0,0
5936,candidate_Dan Smith,candidate_Andy Montroll,candidate_Bob Kiss,0,0
5937,candidate_Dan Smith,candidate_James Simpson,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Kurt Wright
5938,candidate_Dan Smith,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Bob Kiss,0
5939,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
5940,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,0
5941,candidate_Kurt Wright,candidate_Dan Smith,0,0,0
5942,candidate_Bob Kiss,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson
5943,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,candidate_James Simpson
5944,candidate_Andy Montroll,candidate_Bob Kiss,0,0,0
5945,candidate_James Simpson,candidate_Bob Kiss,candidate_Dan Smith,candidate_Kurt Wright,0
5946,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Dan Smith,candidate_James Simpson
5947,candidate_Kurt Wright,candidate_Dan Smith,0,0,0
5948,candidate_Kurt Wright,candidate_Dan Smith,0,0,0
5949,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
5950,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,candidate_James Simpson
5951,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Dan Smith,candidate_James Simpson
5952,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
5953,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,0,0
5954,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
5955,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,candidate_James Simpson,candidate_Kurt Wright
5956,candidate_Kurt Wright,candidate_Andy Montroll,candidate_James Simpson,0,0
5957,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,candidate_James Simpson,candidate_Kurt Wright
5958,candidate_Dan Smith,0,0,0,0
5959,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,candidate_James Simpson
5960,candidate_Bob Kiss,candidate_Dan Smith,candidate_Kurt Wright,candidate_Andy Montroll,candidate_James Simpson
5961,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
5962,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,candidate_James Simpson,candidate_Kurt Wright
5963,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
5964,candidate_Andy Montroll,candidate_Dan Smith,0,0,0
5965,candidate_Dan Smith,0,0,0,0
5966,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,candidate_James Simpson,candidate_Kurt Wright
5967,candidate_Dan Smith,candidate_Kurt Wright,candidate_Andy Montroll,0,0
5968,candidate_Andy Montroll,0,0,0,0
5969,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,candidate_James Simpson,candidate_Kurt Wright
5970,candidate_Dan Smith,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Bob Kiss,candidate_James Simpson
5971,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,candidate_James Simpson
5972,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Dan Smith,0
5973,candidate_Dan Smith,0,0,0,0
5974,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Dan Smith,candidate_Kurt Wright
5975,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,candidate_Bob Kiss,candidate_James Simpson
5976,candidate_Andy Montroll,candidate_Bob Kiss,0,0,0
5977,candidate_Dan Smith,candidate_Bob Kiss,0,0,0
5978,candidate_Andy Montroll,candidate_Bob Kiss,candidate_James Simpson,candidate_Kurt Wright,candidate_Dan Smith
5979,candidate_Kurt Wright,candidate_Dan Smith,0,0,0
5980,candidate_Bob Kiss,candidate_James Simpson,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith
5981,candidate_Andy Montroll,candidate_Bob Kiss,0,0,0
5982,candidate_Bob Kiss,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson
5983,candidate_Kurt Wright,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,0
5984,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Kurt Wright,candidate_Dan Smith
5985,candidate_Kurt Wright,0,0,0,0
5986,candidate_Kurt Wright,0,0,0,0
5987,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,0,0
5988,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Kurt Wright
5989,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,candidate_Kurt Wright,candidate_James Simpson
5990,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Dan Smith,candidate_Bob Kiss,0
5991,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,candidate_Kurt Wright,candidate_James Simpson
5992,candidate_Andy Montroll,0,0,0,0
5993,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,candidate_Kurt Wright,0
5994,candidate_Kurt Wright,candidate_Bob Kiss,candidate_Andy Montroll,0,0
5995,candidate_Andy Montroll,candidate_Bob Kiss,0,0,0
5996,candidate_Dan Smith,0,0,0,0
5997,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Kurt Wright,candidate_James Simpson,0
5998,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,0,0
5999,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,candidate_James Simpson
6000,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson,candidate_Kurt Wright
6001,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,0,0
6002,candidate_Kurt Wright,0,0,0,0
6003,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,0,0
6004,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,0,0
6005,candidate_Dan Smith,0,0,0,0
6006,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
6007,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,0
6008,candidate_Bob Kiss,0,0,0,0
6009,candidate_Bob Kiss,candidate_Dan Smith,candidate_Kurt Wright,0,0
6010,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,0,0
6011,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,candidate_James Simpson
6012,candidate_Andy Montroll,candidate_Bob Kiss,0,0,0
6013,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
6014,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Kurt Wright,0,0
6015,candidate_Kurt Wright,0,0,0,0
6016,candidate_Dan Smith,candidate_Bob Kiss,candidate_Kurt Wright,candidate_James Simpson,candidate_Andy Montroll
6017,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,candidate_James Simpson,candidate_Kurt Wright
6018,candidate_Dan Smith,candidate_Andy Montroll,0,0,0
6019,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,candidate_James Simpson
6020,candidate_Kurt Wright,candidate_Dan Smith,0,0,0
6021,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Dan Smith,candidate_Bob Kiss,0
6022,candidate_Dan Smith,0,0,0,0
6023,candidate_Bob Kiss,candidate_Dan Smith,0,0,0
6024,candidate_Dan Smith,candidate_Bob Kiss,candidate_James Simpson,candidate_Andy Montroll,candidate_Kurt Wright
6025,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Dan Smith,candidate_Bob Kiss,0
6026,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
6027,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Dan Smith,candidate_Kurt Wright
6028,candidate_Bob Kiss,candidate_Dan Smith,candidate_Kurt Wright,0,0
6029,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
6030,candidate_Bob Kiss,candidate_Dan Smith,candidate_Kurt Wright,candidate_Andy Montroll,candidate_James Simpson
6031,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson,candidate_Kurt Wright
6032,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson,candidate_Kurt Wright
6033,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,candidate_Bob Kiss,0
6035,candidate_Bob Kiss,candidate_James Simpson,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright
6036,candidate_Andy Montroll,candidate_Bob Kiss,candidate_James Simpson,candidate_Dan Smith,0
6037,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,0
6038,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson,candidate_Kurt Wright
6039,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,candidate_Bob Kiss,candidate_James Simpson
6040,candidate_Dan Smith,candidate_Andy Montroll,0,0,0
6041,candidate_Dan Smith,candidate_Kurt Wright,0,0,0
6042,candidate_Dan Smith,candidate_Kurt Wright,0,0,0
6043,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,candidate_Kurt Wright,candidate_James Simpson
6044,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,0,0
6045,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,0,0
6046,candidate_Andy Montroll,candidate_James Simpson,candidate_Dan Smith,0,0
6047,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,0,0
6048,candidate_Bob Kiss,candidate_Kurt Wright,0,0,0
6049,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
6051,candidate_Bob Kiss,candidate_Dan Smith,0,0,0
6052,candidate_Andy Montroll,0,0,0,0
6053,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
6054,candidate_Kurt Wright,candidate_Dan Smith,0,0,0
6055,candidate_Dan Smith,candidate_Kurt Wright,0,0,0
6056,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,0,0
6057,candidate_Dan Smith,candidate_Kurt Wright,candidate_Bob Kiss,candidate_Andy Montroll,0
6058,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Kurt Wright,candidate_James Simpson,candidate_Dan Smith
6059,candidate_Andy Montroll,candidate_Bob Kiss,0,0,0
6060,candidate_Dan Smith,0,0,0,0
6061,candidate_Andy Montroll,candidate_Bob Kiss,0,0,0
6062,candidate_Kurt Wright,0,0,0,0
6063,candidate_Andy Montroll,candidate_Kurt Wright,0,0,0
6064,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Bob Kiss,candidate_Dan Smith,0
6065,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
6067,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,candidate_James Simpson,candidate_Kurt Wright
6068,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,candidate_Kurt Wright,candidate_James Simpson
6069,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,candidate_Kurt Wright,candidate_James Simpson
6070,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Dan Smith,candidate_Bob Kiss,0
6071,candidate_Bob Kiss,candidate_Dan Smith,0,0,0
6072,candidate_Kurt Wright,0,0,0,0
6073,candidate_Kurt Wright,0,0,0,0
6074,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,candidate_Bob Kiss,0
6075,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,candidate_Kurt Wright,0
6076,candidate_Dan Smith,candidate_Kurt Wright,candidate_Andy Montroll,0,0
6077,candidate_Andy Montroll,candidate_Dan Smith,0,0,0
6078,candidate_Andy Montroll,candidate_Dan Smith,0,0,0
6079,candidate_Bob Kiss,0,0,0,0
6080,candidate_Dan Smith,candidate_Kurt Wright,0,0,0
6081,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,candidate_Bob Kiss,0
6082,candidate_Dan Smith,candidate_Andy Montroll,candidate_Bob Kiss,candidate_James Simpson,candidate_Kurt Wright
6083,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Kurt Wright
6084,candidate_Andy Montroll,0,0,0,0
6085,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,candidate_Kurt Wright,candidate_James Simpson
6086,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Dan Smith,0,0
6087,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
6088,candidate_Bob Kiss,0,0,0,0
6089,candidate_Bob Kiss,0,0,0,0
6090,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,0,0
6091,candidate_Bob Kiss,0,0,0,0
6093,candidate_Dan Smith,candidate_Kurt Wright,candidate_Andy Montroll,0,0
6094,candidate_Andy Montroll,candidate_Bob Kiss,0,0,0
6095,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,0,0
6096,candidate_Andy Montroll,0,0,0,0
6097,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,candidate_James Simpson,candidate_Kurt Wright
6098,candidate_Kurt Wright,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson
6099,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,0,0
6100,candidate_Kurt Wright,candidate_Dan Smith,candidate_James Simpson,candidate_Andy Montroll,candidate_Bob Kiss
6101,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,candidate_Kurt Wright,candidate_James Simpson
6103,candidate_Dan Smith,candidate_Kurt Wright,candidate_Andy Montroll,candidate_James Simpson,candidate_Bob Kiss
6104,candidate_Andy Montroll,0,0,0,0
6105,candidate_Kurt Wright,candidate_Andy Montroll,0,0,0
6106,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,0,0
6107,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,0,0
6108,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,0
6109,candidate_Dan Smith,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Bob Kiss,candidate_James Simpson
6110,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,0,0
6111,candidate_Dan Smith,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Kurt Wright,candidate_James Simpson
6112,candidate_Dan Smith,0,0,0,0
6113,candidate_Dan Smith,0,0,0,0
6114,candidate_Dan Smith,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Bob Kiss,candidate_James Simpson
6115,candidate_Andy Montroll,candidate_Bob Kiss,0,0,0
6116,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,0,0
6117,candidate_Dan Smith,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Bob Kiss,candidate_James Simpson
6118,candidate_Andy Montroll,0,0,0,0
6119,candidate_Kurt Wright,candidate_Andy Montroll,0,0,0
6120,candidate_Dan Smith,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Bob Kiss,candidate_James Simpson
6121,candidate_Andy Montroll,candidate_Bob Kiss,0,0,0
6122,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,0,0
6123,candidate_Andy Montroll,candidate_Kurt Wright,0,0,0
6124,candidate_Dan Smith,candidate_Bob Kiss,0,0,0
6125,candidate_Dan Smith,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Kurt Wright,0
6126,candidate_Dan Smith,candidate_Andy Montroll,0,0,0
6127,candidate_Andy Montroll,candidate_Dan Smith,0,0,0
6128,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
6129,candidate_Dan Smith,candidate_Andy Montroll,candidate_Bob Kiss,candidate_James Simpson,candidate_Kurt Wright
6130,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Dan Smith,candidate_James Simpson
6131,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,0,0
6132,candidate_Kurt Wright,candidate_Dan Smith,candidate_James Simpson,0,0
6133,candidate_Dan Smith,candidate_Andy Montroll,0,0,0
6134,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
6135,candidate_Andy Montroll,candidate_Bob Kiss,0,0,0
6136,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,candidate_Kurt Wright,0
