,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5
5570,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
5571,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,0
5573,candidate_Kurt Wright,0,0,0,0
5574,candidate_Dan Smith,candidate_Andy Montroll,candidate_Bob Kiss,0,0
5575,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Kurt Wright
5576,candidate_Kurt Wright,candidate_Andy Montroll,0,0,0
5577,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,candidate_James Simpson
5578,candidate_Kurt Wright,candidate_Andy Montroll,0,0,0
5579,candidate_Dan Smith,candidate_Bob Kiss,0,0,0
5580,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,0,0
5581,candidate_Kurt Wright,candidate_Dan Smith,0,0,0
5582,candidate_Dan Smith,candidate_Bob Kiss,0,0,0
5583,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Dan Smith,0,0
5584,candidate_Kurt Wright,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson
5585,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,0
5586,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
5587,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,0
5589,candidate_Bob Kiss,candidate_Dan Smith,candidate_Kurt Wright,candidate_Andy Montroll,candidate_James Simpson
5590,candidate_Dan Smith,candidate_Andy Montroll,0,0,0
5591,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson,candidate_Bob Kiss
5592,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
5593,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Kurt Wright,candidate_James Simpson
5594,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,0,0
5595,candidate_Dan Smith,candidate_Andy Montroll,0,0,0
5596,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,0,0
5598,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
5599,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,0,0
5600,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Kurt Wright,0,0
5601,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
5602,candidate_Bob Kiss,candidate_Dan Smith,candidate_Kurt Wright,0,0
5603,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
5604,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,candidate_Bob Kiss,0
5605,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,candidate_James Simpson
5606,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,candidate_James Simpson
5607,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson,0
5608,candidate_Bob Kiss,0,0,0,0
5609,candidate_Bob Kiss,candidate_James Simpson,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright
5610,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
5611,candidate_Dan Smith,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Kurt Wright,candidate_James Simpson
5612,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
5613,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,candidate_Kurt Wright,0
5614,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Kurt Wright,0,0
5615,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,candidate_Kurt Wright,0
5616,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,0,0
5617,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Kurt Wright
5618,candidate_Dan Smith,candidate_Andy Montroll,candidate_Bob Kiss,0,0
5619,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,0,0
5620,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
5621,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Kurt Wright,candidate_James Simpson,candidate_Dan Smith
5622,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Dan Smith,candidate_James Simpson
5623,candidate_Dan Smith,candidate_Kurt Wright,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson
5624,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Dan Smith,candidate_James Simpson
5625,candidate_Bob Kiss,candidate_Kurt Wright,candidate_Andy Montroll,0,0
5626,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson,candidate_Kurt Wright
5627,candidate_Kurt Wright,0,0,0,0
5628,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,candidate_Kurt Wright,0
5629,candidate_Andy Montroll,candidate_Bob Kiss,0,0,0
5630,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Dan Smith,0
5631,candidate_Bob Kiss,0,0,0,0
5632,candidate_Andy Montroll,candidate_Kurt Wright,0,0,0
5633,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
5634,candidate_Bob Kiss,candidate_James Simpson,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Dan Smith
5636,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Kurt Wright,0,0
5637,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
5638,candidate_Andy Montroll,candidate_James Simpson,candidate_Dan Smith,0,0
5639,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,candidate_James Simpson
5640,candidate_Dan Smith,candidate_Andy Montroll,0,0,0
5641,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,candidate_James Simpson,candidate_Kurt Wright
5642,candidate_Dan Smith,candidate_Andy Montroll,0,0,0
5643,candidate_Dan Smith,0,0,0,0
5644,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,0,0
5645,candidate_Dan Smith,candidate_Andy Montroll,candidate_Bob Kiss,0,0
5646,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,0,0
5647,candidate_Andy Montroll,0,0,0,0
5648,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson,candidate_Kurt Wright
5649,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson,candidate_Kurt Wright
5650,candidate_Bob Kiss,candidate_Kurt Wright,candidate_Andy Montroll,candidate_James Simpson,candidate_Dan Smith
5651,candidate_Kurt Wright,0,0,0,0
5652,candidate_Dan Smith,0,0,0,0
5653,candidate_Kurt Wright,candidate_Dan Smith,candidate_Bob Kiss,candidate_James Simpson,candidate_Andy Montroll
5654,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,0,0
5655,candidate_Bob Kiss,candidate_Dan Smith,0,0,0
5656,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,candidate_James Simpson
5657,candidate_Dan Smith,candidate_Andy Montroll,candidate_Bob Kiss,candidate_James Simpson,candidate_Kurt Wright
5658,candidate_Bob Kiss,0,0,0,0
5659,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,candidate_James Simpson,candidate_Kurt Wright
5660,candidate_Bob Kiss,0,0,0,0
5661,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Kurt Wright,candidate_James Simpson,0
5662,candidate_Kurt Wright,candidate_Dan Smith,candidate_James Simpson,candidate_Andy Montroll,candidate_Bob Kiss
5663,candidate_Bob Kiss,candidate_Dan Smith,0,0,0
5664,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
5665,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Kurt Wright
5666,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Kurt Wright,candidate_James Simpson,candidate_Dan Smith
5667,candidate_Kurt Wright,candidate_Dan Smith,candidate_Bob Kiss,0,0
5668,candidate_Bob Kiss,candidate_Dan Smith,candidate_James Simpson,candidate_Andy Montroll,0
5669,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,0
5670,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
5671,candidate_Bob Kiss,0,0,0,0
5672,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Kurt Wright,0
5673,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,candidate_Kurt Wright,candidate_James Simpson
5674,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,candidate_James Simpson,candidate_Bob Kiss
5675,candidate_Bob Kiss,candidate_Kurt Wright,candidate_Andy Montroll,0,0
5676,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,candidate_Bob Kiss,candidate_James Simpson
5677,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
5678,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Kurt Wright
5679,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
5680,candidate_Dan Smith,0,0,0,0
5681,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,candidate_James Simpson,candidate_Bob Kiss
5682,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Kurt Wright
5683,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,candidate_James Simpson,candidate_Kurt Wright
5684,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,candidate_Bob Kiss,candidate_James Simpson
5685,candidate_Kurt Wright,candidate_Dan Smith,candidate_James Simpson,candidate_Bob Kiss,candidate_Andy Montroll
5686,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,candidate_James Simpson,candidate_Kurt Wright
5687,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,0,0
5688,candidate_Andy Montroll,candidate_Bob Kiss,candidate_James Simpson,candidate_Dan Smith,candidate_Kurt Wright
5689,candidate_Kurt Wright,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,candidate_James Simpson
5690,candidate_Dan Smith,candidate_Andy Montroll,candidate_James Simpson,candidate_Kurt Wright,candidate_Bob Kiss
5691,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Kurt Wright,candidate_James Simpson
5692,candidate_James Simpson,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Dan Smith,candidate_Bob Kiss
5693,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,candidate_Kurt Wright,0
5694,candidate_Bob Kiss,candidate_Dan Smith,0,0,0
5695,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,0,0
5696,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,candidate_James Simpson
5697,candidate_Kurt Wright,candidate_Dan Smith,candidate_James Simpson,candidate_Andy Montroll,candidate_Bob Kiss
5698,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,candidate_James Simpson
5699,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,candidate_James Simpson
5700,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,0,0
5701,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,candidate_James Simpson,candidate_Bob Kiss
5702,candidate_Bob Kiss,candidate_Dan Smith,0,0,0
5703,candidate_Dan Smith,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Bob Kiss,0
5704,candidate_Andy Montroll,candidate_Bob Kiss,0,0,0
5705,candidate_Andy Montroll,candidate_Bob Kiss,0,0,0
5706,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,candidate_James Simpson,candidate_Kurt Wright
5707,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,0,0
5708,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
5709,candidate_Kurt Wright,candidate_Dan Smith,0,0,0
5710,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Dan Smith,0,0
5711,candidate_Kurt Wright,candidate_Dan Smith,0,0,0
5712,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
5713,candidate_Andy Montroll,0,0,0,0
5714,candidate_Dan Smith,candidate_Kurt Wright,0,0,0
5715,candidate_Dan Smith,candidate_Bob Kiss,candidate_James Simpson,candidate_Andy Montroll,candidate_Kurt Wright
5716,candidate_Bob Kiss,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,0
5717,candidate_Dan Smith,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Bob Kiss,candidate_James Simpson
5718,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,0,0
5719,candidate_Andy Montroll,0,0,0,0
5720,candidate_Dan Smith,candidate_Kurt Wright,0,0,0
5721,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,candidate_Bob Kiss,0
5722,candidate_Kurt Wright,candidate_Bob Kiss,0,0,0
5723,candidate_Kurt Wright,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson
5724,candidate_Dan Smith,candidate_Kurt Wright,candidate_Andy Montroll,candidate_James Simpson,candidate_Bob Kiss
5725,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Kurt Wright
5726,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,candidate_Kurt Wright,0
5727,candidate_Andy Montroll,candidate_Bob Kiss,candidate_James Simpson,candidate_Dan Smith,candidate_Kurt Wright
5728,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,candidate_Kurt Wright,0
5729,candidate_Bob Kiss,candidate_James Simpson,0,0,0
5730,candidate_Bob Kiss,0,0,0,0
5731,candidate_Kurt Wright,0,0,0,0
5732,candidate_Kurt Wright,0,0,0,0
5733,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Kurt Wright,0,0
5734,candidate_Andy Montroll,candidate_Dan Smith,0,0,0
5735,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,candidate_Bob Kiss,candidate_James Simpson
5736,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,0
5737,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,candidate_Kurt Wright,candidate_James Simpson
5738,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Bob Kiss,candidate_Dan Smith,candidate_James Simpson
5739,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,0,0
5740,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,candidate_Bob Kiss,candidate_James Simpson
5741,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,0,0
5742,candidate_Kurt Wright,0,0,0,0
5743,candidate_Kurt Wright,0,0,0,0
5744,candidate_Dan Smith,candidate_Kurt Wright,candidate_Andy Montroll,0,0
5745,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Kurt Wright
5746,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,candidate_James Simpson,0
5747,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,0,0
5748,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,0,0
5749,candidate_Bob Kiss,candidate_Dan Smith,0,0,0
5750,candidate_Dan Smith,candidate_Bob Kiss,candidate_James Simpson,candidate_Andy Montroll,0
5751,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,candidate_Kurt Wright,candidate_James Simpson
5752,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Dan Smith,0
5753,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Kurt Wright
5754,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
5755,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,0,0
5756,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson,candidate_Kurt Wright
5757,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,candidate_Kurt Wright,0
5758,candidate_Dan Smith,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Kurt Wright,candidate_James Simpson
5759,candidate_Dan Smith,candidate_Andy Montroll,candidate_Bob Kiss,candidate_James Simpson,candidate_Kurt Wright
5760,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
5761,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Dan Smith,candidate_Bob Kiss,candidate_James Simpson
5762,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,candidate_James Simpson,candidate_Bob Kiss
5763,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,candidate_James Simpson
5764,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,candidate_James Simpson,candidate_Bob Kiss
5765,candidate_Dan Smith,candidate_Kurt Wright,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson
5766,candidate_Dan Smith,0,0,0,0
5767,candidate_Dan Smith,candidate_Andy Montroll,candidate_Kurt Wright,0,0
5768,candidate_Kurt Wright,candidate_Dan Smith,candidate_James Simpson,candidate_Andy Montroll,candidate_Bob Kiss
5769,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Kurt Wright,candidate_Dan Smith,candidate_James Simpson
5770,candidate_Kurt Wright,0,0,0,0
5771,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Dan Smith,candidate_Kurt Wright
5772,candidate_Dan Smith,candidate_Andy Montroll,candidate_James Simpson,candidate_Bob Kiss,candidate_Kurt Wright
5773,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Kurt Wright,candidate_Dan Smith,0
5775,candidate_Dan Smith,candidate_Kurt Wright,candidate_Andy Montroll,0,0
5776,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,candidate_Kurt Wright,candidate_James Simpson
5777,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,candidate_Kurt Wright,candidate_James Simpson
5778,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Dan Smith,0
5779,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Kurt Wright,candidate_James Simpson
5780,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,candidate_Kurt Wright,0
5781,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Kurt Wright
5782,candidate_Dan Smith,0,0,0,0
5783,candidate_Andy Montroll,candidate_Bob Kiss,candidate_James Simpson,candidate_Dan Smith,candidate_Kurt Wright
5784,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,0,0
5785,candidate_Dan Smith,candidate_Andy Montroll,candidate_James Simpson,candidate_Bob Kiss,candidate_Kurt Wright
5786,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
5787,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,candidate_Bob Kiss,candidate_James Simpson
5788,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson,candidate_Bob Kiss
5789,candidate_Kurt Wright,candidate_Dan Smith,candidate_James Simpson,candidate_Andy Montroll,candidate_Bob Kiss
5791,candidate_Bob Kiss,candidate_Dan Smith,0,0,0
5792,candidate_Kurt Wright,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson
5793,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,0,0
5794,candidate_Kurt Wright,candidate_Dan Smith,0,0,0
5795,candidate_Dan Smith,candidate_Kurt Wright,0,0,0
5796,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,candidate_Bob Kiss,candidate_James Simpson
5797,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,0,0
5798,candidate_James Simpson,candidate_Dan Smith,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Bob Kiss
5799,candidate_Dan Smith,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Bob Kiss,candidate_James Simpson
5800,candidate_Dan Smith,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Kurt Wright,0
5801,candidate_Dan Smith,0,0,0,0
5802,candidate_Kurt Wright,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Dan Smith
5803,candidate_Kurt Wright,candidate_Dan Smith,candidate_Bob Kiss,candidate_James Simpson,candidate_Andy Montroll
5804,candidate_Kurt Wright,0,0,0,0
5805,candidate_Kurt Wright,0,0,0,0
5806,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Kurt Wright,candidate_James Simpson
5807,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,candidate_James Simpson,0
5808,candidate_Dan Smith,candidate_Andy Montroll,candidate_James Simpson,candidate_Bob Kiss,candidate_Kurt Wright
5809,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,0,0
5811,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,0,0
5812,candidate_Kurt Wright,candidate_Dan Smith,0,0,0
5813,candidate_Andy Montroll,candidate_Dan Smith,0,0,0
5814,candidate_Kurt Wright,candidate_Bob Kiss,candidate_Andy Montroll,0,0
5815,candidate_Kurt Wright,candidate_Bob Kiss,candidate_Andy Montroll,0,0
5816,candidate_Kurt Wright,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson
5817,candidate_Kurt Wright,0,0,0,0
5818,candidate_Kurt Wright,candidate_Dan Smith,0,0,0
5819,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson,candidate_Bob Kiss
5820,candidate_Dan Smith,candidate_Andy Montroll,candidate_Bob Kiss,0,0
5821,candidate_Kurt Wright,0,0,0,0
5822,candidate_Kurt Wright,candidate_Dan Smith,0,0,0
5823,candidate_Dan Smith,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Bob Kiss,candidate_James Simpson
5824,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,candidate_Kurt Wright,candidate_James Simpson
5825,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,candidate_James Simpson,0
5826,candidate_Andy Montroll,candidate_James Simpson,candidate_Bob Kiss,candidate_Dan Smith,candidate_Kurt Wright
5827,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Bob Kiss,candidate_Dan Smith,0
5828,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
5829,candidate_Kurt Wright,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,candidate_James Simpson
5830,candidate_Dan Smith,candidate_Andy Montroll,candidate_Bob Kiss,0,0
5831,candidate_Dan Smith,candidate_Kurt Wright,0,0,0
5832,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
5833,candidate_Dan Smith,candidate_Kurt Wright,candidate_Andy Montroll,candidate_James Simpson,candidate_Bob Kiss
5834,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,0,0
5835,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,candidate_Kurt Wright,candidate_James Simpson
5836,candidate_Dan Smith,candidate_Bob Kiss,candidate_Kurt Wright,candidate_Andy Montroll,0
5837,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Kurt Wright,candidate_James Simpson,candidate_Dan Smith
5838,candidate_Kurt Wright,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0
5839,candidate_Dan Smith,candidate_Andy Montroll,candidate_Bob Kiss,candidate_James Simpson,candidate_Kurt Wright
5840,candidate_Bob Kiss,candidate_Kurt Wright,candidate_Dan Smith,0,0
5841,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,candidate_Bob Kiss,candidate_James Simpson
5842,candidate_Andy Montroll,0,0,0,0
5843,candidate_Dan Smith,candidate_Kurt Wright,candidate_Andy Montroll,0,0
5844,candidate_Andy Montroll,candidate_Bob Kiss,0,0,0
5845,candidate_Kurt Wright,0,0,0,0
5846,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,0,0
5847,candidate_Kurt Wright,0,0,0,0
5848,candidate_Bob Kiss,candidate_James Simpson,candidate_Dan Smith,candidate_Andy Montroll,0
5849,candidate_Bob Kiss,candidate_Dan Smith,candidate_James Simpson,candidate_Andy Montroll,candidate_Kurt Wright
5850,candidate_Dan Smith,candidate_Andy Montroll,candidate_Bob Kiss,0,0
5851,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,candidate_James Simpson,candidate_Bob Kiss
5852,candidate_Dan Smith,candidate_Andy Montroll,candidate_Bob Kiss,candidate_James Simpson,0
5853,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Dan Smith,candidate_Kurt Wright
5854,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,0,0
5855,candidate_Andy Montroll,0,0,0,0
5856,candidate_Kurt Wright,0,0,0,0
5857,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
5858,candidate_Dan Smith,candidate_Kurt Wright,candidate_Bob Kiss,candidate_James Simpson,candidate_Andy Montroll
5859,candidate_Bob Kiss,candidate_Dan Smith,candidate_Kurt Wright,candidate_Andy Montroll,candidate_James Simpson
5860,candidate_Bob Kiss,candidate_Kurt Wright,0,0,0
5861,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,0,0
5862,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Kurt Wright,candidate_Dan Smith,candidate_James Simpson
5863,candidate_Bob Kiss,candidate_James Simpson,0,0,0
5864,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Dan Smith,candidate_Kurt Wright
5865,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,0,0
5866,candidate_Bob Kiss,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson
5867,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson,candidate_Bob Kiss
5868,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,candidate_James Simpson
5869,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Dan Smith,candidate_Kurt Wright
5870,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Kurt Wright
5871,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,candidate_James Simpson,candidate_Kurt Wright
5872,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,candidate_James Simpson,candidate_Kurt Wright
5873,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,candidate_James Simpson,candidate_Kurt Wright
5874,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,candidate_Kurt Wright,candidate_James Simpson
5875,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
